DZCode,DataZoneArea,ClosestED,RouteLength_km,Population
N20000458,Craigavon_L1,Craigavon Area Hospital,5.39,404
N20000459,Craigavon_H3,Craigavon Area Hospital,1.12,418
N20000460,Craigavon_H4,Craigavon Area Hospital,0.98,706
N20000461,Craigavon_J4,Craigavon Area Hospital,3.25,656
N20000462,Craigavon_N1,Craigavon Area Hospital,3.46,489
N20000463,Craigavon_K1,Craigavon Area Hospital,2.63,414
N20000464,Craigavon_N2,Craigavon Area Hospital,3.76,524
N20000465,Craigavon_L2,Craigavon Area Hospital,6.93,241
N20000466,Craigavon_K2,Craigavon Area Hospital,2.74,504
N20000467,Craigavon_L3,Craigavon Area Hospital,6.97,485
N20000468,Craigavon_K3,Craigavon Area Hospital,2.96,460
N20000469,Craigavon_P1,Craigavon Area Hospital,5.20,573
N20000470,Craigavon_N3,Craigavon Area Hospital,3.16,466
N20000471,Craigavon_N4,Craigavon Area Hospital,3.36,631
N20000472,Craigavon_N5,Craigavon Area Hospital,3.03,611
N20000473,Craigavon_L4,Craigavon Area Hospital,7.84,466
N20000474,Craigavon_P2,Craigavon Area Hospital,6.89,724
N20000475,Craigavon_P3,Craigavon Area Hospital,4.37,648
N20000476,Lurgan_A1,Craigavon Area Hospital,18.69,569
N20000477,Lurgan_B1,Craigavon Area Hospital,15.04,566
N20000478,Lurgan_A2,Craigavon Area Hospital,15.49,618
N20000479,Lurgan_A3,Craigavon Area Hospital,12.50,382
N20000480,Lurgan_A4,Craigavon Area Hospital,12.09,478
N20000481,Lurgan_B2,Craigavon Area Hospital,10.15,661
N20000482,Lurgan_A5,Craigavon Area Hospital,12.66,777
N20000483,Lurgan_C1,Craigavon Area Hospital,8.43,682
N20000484,Lurgan_C2,Craigavon Area Hospital,8.28,551
N20000485,Lurgan_D1,Craigavon Area Hospital,8.08,632
N20000486,Lurgan_D2,Craigavon Area Hospital,8.03,573
N20000487,Lurgan_C3,Craigavon Area Hospital,7.84,540
N20000488,Lurgan_B3,Craigavon Area Hospital,9.16,544
N20000489,Lurgan_D3,Craigavon Area Hospital,7.57,443
N20000490,Lurgan_E1,Craigavon Area Hospital,7.48,786
N20000491,Lurgan_E2,Craigavon Area Hospital,7.35,437
N20000492,Lurgan_E3,Craigavon Area Hospital,7.37,529
N20000493,Lurgan_C4,Craigavon Area Hospital,7.18,593
N20000494,Lurgan_E4,Craigavon Area Hospital,7.06,615
N20000495,Lurgan_D4,Craigavon Area Hospital,7.74,650
N20000496,Lurgan_F1,Craigavon Area Hospital,7.21,671
N20000497,Lurgan_F2,Craigavon Area Hospital,6.93,467
N20000498,Lurgan_E5,Craigavon Area Hospital,7.11,491
N20000499,Lurgan_D5,Craigavon Area Hospital,7.72,556
N20000500,Lurgan_F3,Craigavon Area Hospital,6.75,398
N20000501,Lurgan_H1,Craigavon Area Hospital,11.54,548
N20000502,Lurgan_H2,Craigavon Area Hospital,11.12,449
N20000503,Lurgan_G1,Craigavon Area Hospital,6.85,407
N20000504,Lurgan_F4,Craigavon Area Hospital,6.73,356
N20000505,Lurgan_G2,Craigavon Area Hospital,6.54,342
N20000506,Lurgan_G3,Craigavon Area Hospital,6.40,502
N20000507,Lurgan_H3,Craigavon Area Hospital,11.86,660
N20000508,Lurgan_F5,Craigavon Area Hospital,6.45,388
N20000509,Lurgan_G4,Craigavon Area Hospital,5.86,334
N20000510,Lurgan_J1,Craigavon Area Hospital,9.02,619
N20000511,Lurgan_F6,Craigavon Area Hospital,5.69,535
N20000512,Lurgan_K1,Craigavon Area Hospital,6.16,513
N20000513,Lurgan_H4,Craigavon Area Hospital,11.71,384
N20000514,Lurgan_P1,Craigavon Area Hospital,7.72,487
N20000515,Lurgan_K2,Craigavon Area Hospital,6.53,526
N20000516,Lurgan_L1,Craigavon Area Hospital,5.73,473
N20000517,Lurgan_J2,Craigavon Area Hospital,8.90,494
N20000518,Lurgan_J3,Craigavon Area Hospital,9.27,458
N20000519,Lurgan_K3,Craigavon Area Hospital,6.81,315
N20000520,Lurgan_J4,Craigavon Area Hospital,8.47,677
N20000521,Lurgan_B4,Craigavon Area Hospital,12.28,675
N20000522,Lurgan_N1,Craigavon Area Hospital,4.95,497
N20000523,Lurgan_P2,Craigavon Area Hospital,7.41,447
N20000524,Lurgan_L2,Craigavon Area Hospital,5.41,521
N20000525,Lurgan_L3,Craigavon Area Hospital,6.53,410
N20000526,Lurgan_K4,Craigavon Area Hospital,7.05,340
N20000527,Lurgan_Q1,Craigavon Area Hospital,6.47,527
N20000528,Lurgan_R1,Craigavon Area Hospital,5.59,417
N20000529,Lurgan_P3,Craigavon Area Hospital,7.48,459
N20000530,Lurgan_N2,Craigavon Area Hospital,4.44,478
N20000531,Lurgan_P4,Craigavon Area Hospital,7.90,409
N20000532,Lurgan_R2,Craigavon Area Hospital,6.01,260
N20000533,Lurgan_P5,Craigavon Area Hospital,7.67,337
N20000534,Lurgan_Q2,Craigavon Area Hospital,6.19,389
N20000535,Lurgan_N3,Craigavon Area Hospital,5.72,481
N20000536,Lurgan_R3,Craigavon Area Hospital,6.00,851
N20000537,Lurgan_S1,Craigavon Area Hospital,7.42,497
N20000538,Lurgan_N4,Craigavon Area Hospital,5.57,689
N20000539,Lurgan_Q3,Craigavon Area Hospital,7.62,432
N20000540,Lurgan_Q4,Craigavon Area Hospital,6.15,453
N20000541,Lurgan_R4,Craigavon Area Hospital,5.60,486
N20000542,Lurgan_S2,Craigavon Area Hospital,7.74,494
N20000543,Lurgan_R5,Craigavon Area Hospital,5.16,509
N20000544,Lurgan_T1,Craigavon Area Hospital,5.71,540
N20000545,Lurgan_S3,Craigavon Area Hospital,7.96,450
N20000546,Lurgan_T2,Craigavon Area Hospital,5.76,297
N20000547,Lurgan_S4,Craigavon Area Hospital,7.87,548
N20000548,Lurgan_T3,Craigavon Area Hospital,8.02,488
N20000549,Lurgan_S5,Craigavon Area Hospital,8.09,638
N20000550,Lurgan_T4,Craigavon Area Hospital,8.36,498
N20000551,Lagan_River_C1,Craigavon Area Hospital,11.76,624
N20000552,Lagan_River_A1,Craigavon Area Hospital,9.72,624
N20000553,Lagan_River_G1,Craigavon Area Hospital,9.02,711
N20000554,Lagan_River_A2,Craigavon Area Hospital,9.66,477
N20000555,Lagan_River_A3,Craigavon Area Hospital,10.91,513
N20000556,Lagan_River_A4,Craigavon Area Hospital,10.06,321
N20000557,Lagan_River_B1,Craigavon Area Hospital,10.59,440
N20000558,Lagan_River_B2,Craigavon Area Hospital,10.49,715
N20000559,Lagan_River_C2,Craigavon Area Hospital,13.24,462
N20000560,Lagan_River_J1,Craigavon Area Hospital,17.91,322
N20000561,Lagan_River_B3,Craigavon Area Hospital,11.03,776
N20000562,Lagan_River_C3,Craigavon Area Hospital,14.96,435
N20000563,Lagan_River_K1,Craigavon Area Hospital,21.81,701
N20000564,Lagan_River_E1,Craigavon Area Hospital,14.36,560
N20000565,Lagan_River_D1,Craigavon Area Hospital,21.57,572
N20000566,Lagan_River_F1,Craigavon Area Hospital,20.83,498
N20000567,Lagan_River_E2,Craigavon Area Hospital,14.70,684
N20000568,Lagan_River_D2,Craigavon Area Hospital,22.25,535
N20000569,Lagan_River_G2,Craigavon Area Hospital,7.95,684
N20000570,Lagan_River_F2,Craigavon Area Hospital,23.12,434
N20000571,Lagan_River_D3,Craigavon Area Hospital,23.26,620
N20000572,Lagan_River_E3,Craigavon Area Hospital,14.56,733
N20000573,Lagan_River_F3,Craigavon Area Hospital,20.21,727
N20000574,Lagan_River_F4,Craigavon Area Hospital,20.96,726
N20000575,Lagan_River_F5,Craigavon Area Hospital,21.04,594
N20000576,Lagan_River_H1,Craigavon Area Hospital,21.32,597
N20000577,Lagan_River_H2,Craigavon Area Hospital,21.39,488
N20000578,Lagan_River_H3,Craigavon Area Hospital,21.30,603
N20000579,Lagan_River_J2,Craigavon Area Hospital,19.26,608
N20000580,Lagan_River_G3,Craigavon Area Hospital,11.67,796
N20000581,Lagan_River_G4,Craigavon Area Hospital,16.30,421
N20000582,Lagan_River_K2,Craigavon Area Hospital,25.53,650
N20000583,Lagan_River_K3,Craigavon Area Hospital,22.93,517
N20000584,Lagan_River_L1,Craigavon Area Hospital,29.26,684
N20000585,Lagan_River_J3,Craigavon Area Hospital,17.59,479
N20000586,Lagan_River_J4,Craigavon Area Hospital,23.06,546
N20000587,Lagan_River_L2,Craigavon Area Hospital,29.51,746
N20000588,Lagan_River_K4,Craigavon Area Hospital,25.41,556
N20000589,Lagan_River_N1,Craigavon Area Hospital,32.91,457
N20000590,Lagan_River_N2,Daisy Hill Hospital,33.59,454
N20000591,Lagan_River_N3,Daisy Hill Hospital,36.28,451
N20000592,Lagan_River_N4,Craigavon Area Hospital,29.15,654
N20000593,Lagan_River_N5,Daisy Hill Hospital,26.70,609
N20000594,Banbridge_A1,Craigavon Area Hospital,8.97,410
N20000595,Banbridge_A2,Craigavon Area Hospital,9.74,614
N20000596,Banbridge_A3,Craigavon Area Hospital,12.52,454
N20000597,Banbridge_A4,Craigavon Area Hospital,13.03,336
N20000598,Banbridge_B1,Craigavon Area Hospital,9.02,496
N20000599,Banbridge_A5,Craigavon Area Hospital,13.98,491
N20000600,Banbridge_B2,Craigavon Area Hospital,9.90,542
N20000601,Banbridge_B3,Craigavon Area Hospital,9.39,446
N20000602,Banbridge_B4,Craigavon Area Hospital,10.16,473
N20000603,Banbridge_D1,Craigavon Area Hospital,15.60,605
N20000604,Banbridge_C1,Craigavon Area Hospital,16.08,301
N20000605,Banbridge_F1,Craigavon Area Hospital,14.75,391
N20000606,Banbridge_F2,Craigavon Area Hospital,13.43,400
N20000607,Banbridge_D2,Craigavon Area Hospital,16.56,305
N20000608,Banbridge_C2,Craigavon Area Hospital,18.11,449
N20000609,Banbridge_C3,Craigavon Area Hospital,18.45,632
N20000610,Banbridge_C4,Craigavon Area Hospital,16.82,543
N20000611,Banbridge_D3,Craigavon Area Hospital,16.96,411
N20000612,Banbridge_E1,Craigavon Area Hospital,17.66,456
N20000613,Banbridge_E2,Craigavon Area Hospital,18.21,328
N20000614,Banbridge_L1,Craigavon Area Hospital,22.24,782
N20000615,Banbridge_D4,Craigavon Area Hospital,17.31,412
N20000616,Banbridge_D5,Craigavon Area Hospital,17.98,343
N20000617,Banbridge_E3,Craigavon Area Hospital,17.77,330
N20000618,Banbridge_E4,Craigavon Area Hospital,17.63,420
N20000619,Banbridge_D6,Craigavon Area Hospital,17.38,390
N20000620,Banbridge_E5,Craigavon Area Hospital,17.68,613
N20000621,Banbridge_H1,Craigavon Area Hospital,17.08,801
N20000622,Banbridge_D7,Craigavon Area Hospital,17.85,460
N20000623,Banbridge_J1,Craigavon Area Hospital,20.27,530
N20000624,Banbridge_G1,Craigavon Area Hospital,18.85,298
N20000625,Banbridge_H2,Craigavon Area Hospital,17.23,529
N20000626,Banbridge_J2,Craigavon Area Hospital,19.89,464
N20000627,Banbridge_H3,Craigavon Area Hospital,18.55,526
N20000628,Banbridge_J3,Craigavon Area Hospital,19.72,465
N20000629,Banbridge_F3,Craigavon Area Hospital,12.83,474
N20000630,Banbridge_G2,Craigavon Area Hospital,18.74,402
N20000631,Banbridge_E6,Craigavon Area Hospital,18.45,377
N20000632,Banbridge_G3,Craigavon Area Hospital,18.73,430
N20000633,Banbridge_J4,Craigavon Area Hospital,19.69,406
N20000634,Banbridge_G4,Craigavon Area Hospital,19.14,395
N20000635,Banbridge_J5,Craigavon Area Hospital,19.98,646
N20000636,Banbridge_H4,Craigavon Area Hospital,19.12,570
N20000637,Banbridge_K1,Craigavon Area Hospital,19.12,574
N20000638,Banbridge_K2,Craigavon Area Hospital,19.48,481
N20000639,Banbridge_H5,Craigavon Area Hospital,19.13,530
N20000640,Banbridge_K3,Craigavon Area Hospital,19.80,723
N20000641,Banbridge_K4,Craigavon Area Hospital,19.96,730
N20000642,Banbridge_F4,Craigavon Area Hospital,17.15,420
N20000643,Banbridge_K5,Daisy Hill Hospital,19.79,526
N20000644,Banbridge_F5,Craigavon Area Hospital,14.56,389
N20000645,Banbridge_L2,Craigavon Area Hospital,23.40,657
N20000646,Banbridge_N1,Craigavon Area Hospital,17.71,557
N20000647,Banbridge_N2,Daisy Hill Hospital,15.86,523
N20000648,Banbridge_L3,Daisy Hill Hospital,20.09,605
N20000649,Banbridge_N3,Daisy Hill Hospital,17.21,777
N20000650,Banbridge_P1,Daisy Hill Hospital,25.58,391
N20000651,Banbridge_P2,Daisy Hill Hospital,23.17,762
N20000652,Banbridge_N4,Daisy Hill Hospital,14.17,580
N20000653,Banbridge_L4,Daisy Hill Hospital,18.02,688
N20000654,Banbridge_N5,Daisy Hill Hospital,12.21,481
N20000655,Banbridge_P3,Daisy Hill Hospital,24.73,436
N20000656,Banbridge_P4,Daisy Hill Hospital,22.84,302
N20000657,Banbridge_L5,Daisy Hill Hospital,18.51,668
N20000658,Banbridge_P5,Daisy Hill Hospital,18.54,505
N20000659,Banbridge_Q1,Daisy Hill Hospital,16.93,418
N20000660,Banbridge_Q2,Daisy Hill Hospital,16.82,580
N20000661,Banbridge_Q3,Daisy Hill Hospital,17.40,564
N20000662,Banbridge_Q4,Daisy Hill Hospital,16.45,462
N20000663,Banbridge_Q5,Daisy Hill Hospital,16.81,468
N20000664,Cusher_E1,Craigavon Area Hospital,7.77,611
N20000665,Cusher_E2,Craigavon Area Hospital,9.42,489
N20000666,Cusher_B1,Craigavon Area Hospital,11.61,432
N20000667,Cusher_A1,Craigavon Area Hospital,8.69,348
N20000668,Cusher_B2,Craigavon Area Hospital,12.94,224
N20000669,Cusher_B3,Craigavon Area Hospital,11.92,470
N20000670,Cusher_A2,Craigavon Area Hospital,9.30,484
N20000671,Cusher_B4,Craigavon Area Hospital,12.94,673
N20000672,Cusher_D1,Craigavon Area Hospital,10.23,328
N20000673,Cusher_B5,Craigavon Area Hospital,12.49,593
N20000674,Cusher_E3,Craigavon Area Hospital,14.78,546
N20000675,Cusher_A3,Craigavon Area Hospital,9.76,578
N20000676,Cusher_D2,Craigavon Area Hospital,13.29,675
N20000677,Cusher_B6,Craigavon Area Hospital,12.84,348
N20000678,Cusher_C1,Craigavon Area Hospital,11.08,607
N20000679,Cusher_C2,Craigavon Area Hospital,11.29,771
N20000680,Cusher_C3,Craigavon Area Hospital,12.00,454
N20000681,Cusher_E4,Craigavon Area Hospital,14.70,661
N20000682,Cusher_F1,Craigavon Area Hospital,11.72,494
N20000683,Cusher_F2,Craigavon Area Hospital,12.92,422
N20000684,Cusher_F3,Craigavon Area Hospital,11.76,380
N20000685,Cusher_D3,Craigavon Area Hospital,12.91,775
N20000686,Cusher_F4,Craigavon Area Hospital,12.44,418
N20000687,Cusher_G1,Craigavon Area Hospital,15.62,506
N20000688,Cusher_E5,Craigavon Area Hospital,20.42,667
N20000689,Cusher_G2,Craigavon Area Hospital,17.11,704
N20000690,Cusher_G3,Craigavon Area Hospital,17.84,603
N20000691,Cusher_G4,Craigavon Area Hospital,14.89,534
N20000692,Cusher_H1,Daisy Hill Hospital,17.15,845
N20000693,Cusher_K1,Craigavon Area Hospital,26.47,476
N20000694,Cusher_H2,Daisy Hill Hospital,16.63,715
N20000695,Cusher_K2,Daisy Hill Hospital,18.34,704
N20000696,Cusher_J1,Daisy Hill Hospital,18.57,423
N20000697,Cusher_J2,Daisy Hill Hospital,18.86,635
N20000698,Cusher_J3,Daisy Hill Hospital,17.82,248
N20000699,Cusher_K3,Craigavon Area Hospital,23.32,562
N20000700,Cusher_J4,Daisy Hill Hospital,18.32,600
N20000701,Cusher_L1,Daisy Hill Hospital,27.71,748
N20000702,Cusher_K4,Daisy Hill Hospital,21.94,500
N20000703,Cusher_K5,Daisy Hill Hospital,17.36,614
N20000704,Cusher_H3,Daisy Hill Hospital,13.57,399
N20000705,Cusher_L2,Craigavon Area Hospital,30.40,456
N20000706,Cusher_L3,Daisy Hill Hospital,24.50,767
N20000707,Cusher_L4,Daisy Hill Hospital,28.44,536
N20000708,Cusher_H4,Daisy Hill Hospital,13.98,565
N20000709,Cusher_K6,Daisy Hill Hospital,22.71,736
N20000710,Cusher_L5,Daisy Hill Hospital,30.25,874
N20000711,Oldpark_A1,Mater Hospital,5.55,764
N20000712,Oldpark_A2,Mater Hospital,5.63,475
N20000713,Oldpark_A3,Mater Hospital,5.44,584
N20000714,Oldpark_B1,Mater Hospital,3.47,248
N20000715,Oldpark_D1,Mater Hospital,4.31,581
N20000716,Oldpark_C1,Mater Hospital,3.43,626
N20000717,Oldpark_B2,Mater Hospital,3.19,590
N20000718,Oldpark_B3,Mater Hospital,3.88,447
N20000719,Oldpark_A4,Mater Hospital,3.92,526
N20000720,Oldpark_B4,Mater Hospital,3.62,389
N20000721,Oldpark_A5,Mater Hospital,3.57,359
N20000722,Oldpark_C2,Mater Hospital,3.09,412
N20000723,Oldpark_C3,Mater Hospital,3.08,570
N20000724,Oldpark_D2,Mater Hospital,4.04,446
N20000725,Oldpark_D3,Mater Hospital,3.77,372
N20000726,Oldpark_E1,Mater Hospital,2.56,536
N20000727,Oldpark_C4,Mater Hospital,2.74,390
N20000728,Oldpark_F1,Mater Hospital,3.36,427
N20000729,Oldpark_E2,Mater Hospital,3.29,359
N20000730,Oldpark_F2,Mater Hospital,3.20,702
N20000731,Oldpark_D4,Mater Hospital,3.52,728
N20000732,Oldpark_E3,Mater Hospital,2.23,516
N20000733,Oldpark_E4,Mater Hospital,2.60,590
N20000734,Oldpark_G1,Mater Hospital,2.05,358
N20000735,Oldpark_G2,Mater Hospital,1.97,518
N20000736,Oldpark_F3,Mater Hospital,2.99,426
N20000737,Oldpark_K1,Mater Hospital,2.88,491
N20000738,Oldpark_G3,Mater Hospital,1.74,467
N20000739,Oldpark_E5,Mater Hospital,2.42,309
N20000740,Oldpark_H1,Mater Hospital,1.89,437
N20000741,Oldpark_G4,Mater Hospital,1.68,448
N20000742,Oldpark_K2,Mater Hospital,2.36,387
N20000743,Oldpark_J1,Mater Hospital,1.53,448
N20000744,Oldpark_J2,Mater Hospital,2.15,494
N20000745,Oldpark_G5,Mater Hospital,1.58,401
N20000746,Oldpark_N1,Mater Hospital,1.65,673
N20000747,Oldpark_L1,Mater Hospital,1.40,389
N20000748,Oldpark_H2,Mater Hospital,1.52,687
N20000749,Oldpark_N2,Mater Hospital,1.28,648
N20000750,Oldpark_L2,Mater Hospital,1.13,529
N20000751,Oldpark_H3,Mater Hospital,1.50,427
N20000752,Oldpark_J3,Mater Hospital,1.51,395
N20000753,Oldpark_K3,Mater Hospital,1.96,487
N20000754,Oldpark_R1,Mater Hospital,1.29,220
N20000755,Oldpark_N3,Mater Hospital,1.37,502
N20000756,Oldpark_K4,Mater Hospital,1.95,463
N20000757,Oldpark_L3,Mater Hospital,0.89,441
N20000758,Oldpark_Q1,Mater Hospital,1.49,562
N20000759,Oldpark_R2,Mater Hospital,1.15,429
N20000760,Oldpark_P1,Mater Hospital,1.77,414
N20000761,Oldpark_L4,Mater Hospital,1.03,529
N20000762,Oldpark_P2,Mater Hospital,1.60,377
N20000763,Oldpark_L5,Mater Hospital,0.88,374
N20000764,Oldpark_R3,Mater Hospital,0.95,395
N20000765,Oldpark_Q2,Mater Hospital,1.32,370
N20000766,Oldpark_R4,Mater Hospital,0.84,325
N20000767,Oldpark_N4,Mater Hospital,0.94,563
N20000768,Oldpark_P3,Mater Hospital,1.40,484
N20000769,Oldpark_R5,Mater Hospital,0.80,483
N20000770,Oldpark_Q3,Mater Hospital,0.95,579
N20000771,Oldpark_S1,Mater Hospital,0.72,417
N20000772,Oldpark_U1,Mater Hospital,0.69,221
N20000773,Oldpark_T1,Mater Hospital,1.12,425
N20000774,Oldpark_U2,Mater Hospital,0.68,227
N20000775,Oldpark_R6,Mater Hospital,0.18,441
N20000776,Oldpark_Q4,Mater Hospital,0.68,535
N20000777,Oldpark_S2,Mater Hospital,0.63,225
N20000778,Oldpark_S3,Mater Hospital,0.57,254
N20000779,Oldpark_T2,Mater Hospital,0.98,345
N20000780,Oldpark_S4,Mater Hospital,0.87,161
N20000781,Oldpark_T3,Mater Hospital,0.93,419
N20000782,Oldpark_S5,Mater Hospital,0.59,401
N20000783,Oldpark_U3,Mater Hospital,0.41,581
N20000784,Oldpark_T4,Mater Hospital,0.78,383
N20000785,Oldpark_U4,Mater Hospital,0.66,470
N20000786,Oldpark_U5,Mater Hospital,0.73,277
N20000787,Castle_A1,Mater Hospital,6.50,517
N20000788,Castle_A2,Mater Hospital,6.95,735
N20000789,Castle_A3,Mater Hospital,5.57,450
N20000790,Castle_B1,Mater Hospital,6.13,472
N20000791,Castle_B2,Mater Hospital,5.02,504
N20000792,Castle_B3,Mater Hospital,5.70,438
N20000793,Castle_B4,Mater Hospital,5.79,525
N20000794,Castle_C1,Mater Hospital,5.43,570
N20000795,Castle_C2,Mater Hospital,5.03,649
N20000796,Castle_D1,Mater Hospital,4.18,713
N20000797,Castle_C3,Mater Hospital,4.38,531
N20000798,Castle_E1,Mater Hospital,4.48,499
N20000799,Castle_D2,Mater Hospital,3.86,562
N20000800,Castle_E2,Mater Hospital,4.38,596
N20000801,Castle_E3,Mater Hospital,4.13,500
N20000802,Castle_F1,Mater Hospital,3.61,526
N20000803,Castle_F2,Mater Hospital,3.62,544
N20000804,Castle_H1,Mater Hospital,3.43,344
N20000805,Castle_G1,Mater Hospital,3.88,571
N20000806,Castle_G2,Mater Hospital,3.73,478
N20000807,Castle_J1,Mater Hospital,3.31,604
N20000808,Castle_D3,Mater Hospital,3.55,521
N20000809,Castle_G3,Mater Hospital,3.69,559
N20000810,Castle_H2,Mater Hospital,3.84,428
N20000811,Castle_H3,Mater Hospital,3.83,644
N20000812,Castle_F3,Mater Hospital,3.21,318
N20000813,Castle_H4,Mater Hospital,3.59,247
N20000814,Castle_J2,Mater Hospital,3.11,338
N20000815,Castle_J3,Mater Hospital,2.98,371
N20000816,Castle_J4,Mater Hospital,3.15,613
N20000817,Castle_H5,Mater Hospital,2.98,749
N20000818,Castle_L1,Mater Hospital,2.81,442
N20000819,Castle_G4,Mater Hospital,3.82,356
N20000820,Castle_G5,Mater Hospital,3.71,442
N20000821,Castle_K1,Mater Hospital,3.25,318
N20000822,Castle_L2,Mater Hospital,2.73,244
N20000823,Castle_K2,Mater Hospital,3.19,501
N20000824,Castle_L3,Mater Hospital,2.58,636
N20000825,Castle_Q1,Mater Hospital,4.47,320
N20000826,Castle_N1,Mater Hospital,2.40,308
N20000827,Castle_J5,Mater Hospital,2.70,516
N20000828,Castle_K3,Mater Hospital,2.95,340
N20000829,Castle_K4,Mater Hospital,2.87,327
N20000830,Castle_L4,Mater Hospital,2.43,376
N20000831,Castle_N2,Mater Hospital,2.29,523
N20000832,Castle_N3,Mater Hospital,2.29,309
N20000833,Castle_R1,Mater Hospital,2.24,521
N20000834,Castle_L5,Mater Hospital,2.34,341
N20000835,Castle_P1,Mater Hospital,2.69,722
N20000836,Castle_R2,Mater Hospital,2.10,496
N20000837,Castle_P2,Mater Hospital,2.69,574
N20000838,Castle_R3,Mater Hospital,2.17,463
N20000839,Castle_R4,Mater Hospital,1.92,359
N20000840,Castle_R5,Mater Hospital,1.92,380
N20000841,Castle_S1,Mater Hospital,1.79,892
N20000842,Castle_T1,Mater Hospital,2.26,320
N20000843,Castle_S2,Mater Hospital,1.73,344
N20000844,Castle_T2,Mater Hospital,2.24,520
N20000845,Castle_S3,Mater Hospital,1.90,344
N20000846,Castle_U1,Mater Hospital,1.68,413
N20000847,Castle_T3,Mater Hospital,1.79,313
N20000848,Castle_U2,Mater Hospital,1.96,477
N20000849,Castle_U3,Mater Hospital,1.17,574
N20000850,Castle_T4,Mater Hospital,1.64,282
N20000851,Castle_U4,Mater Hospital,1.96,467
N20000852,Castle_U5,Mater Hospital,1.72,440
N20000853,Castle_T5,Mater Hospital,1.31,532
N20000854,Castle_Q2,Mater Hospital,1.55,329
N20000855,Castle_Q3,Mater Hospital,1.17,"1,498"
N20000856,Titanic_A1,Mater Hospital,5.75,443
N20000857,Titanic_B1,Mater Hospital,3.00,568
N20000858,Titanic_A2,Mater Hospital,5.32,431
N20000859,Titanic_A3,Mater Hospital,4.55,376
N20000860,Titanic_C1,Mater Hospital,4.12,491
N20000861,Titanic_C2,Mater Hospital,5.16,412
N20000862,Titanic_C3,Mater Hospital,4.15,471
N20000863,Titanic_C4,Mater Hospital,5.13,319
N20000864,Titanic_C5,Mater Hospital,3.97,192
N20000865,Titanic_D1,Mater Hospital,4.86,395
N20000866,Titanic_D2,Mater Hospital,4.00,400
N20000867,Titanic_E1,Mater Hospital,3.71,393
N20000868,Titanic_D3,Mater Hospital,4.44,375
